Timestamp,Full Name,Gender,Use phone for class notes,Buy books from mobile,Phone battery lasts a day,Run for charger when battery dies,Worry about losing phone,Take phone to bathroom,Use phone in social gathering,Check phone before sleep/after waking up,Keep phone next to you while sleeping,Check emails/missed calls/texts during class time,Rely on phone when things get awkward,On phone while watching TV/eating,Panic attack if phone left elsewhere,Respond to messages/check phone on date,Use phone for playing games,Can live a day without phone,Phone Dependency Level
2023-01-06 06:37:00,User_7598,Male,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,Moderate
2023-01-06 06:38:00,User_7599,Male,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,Moderate
2023-01-06 06:39:00,User_7600,Female,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,High
2023-01-06 06:40:00,User_7601,Male,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,High
2023-01-06 06:41:00,User_7602,Female,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,High
2023-01-06 06:42:00,User_7603,Male,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,Moderate
2023-01-06 06:43:00,User_7604,Male,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,Moderate
2023-01-06 06:44:00,User_7605,Female,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,High
2023-01-06 06:45:00,User_7606,Female,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,Moderate
2023-01-06 06:46:00,User_7607,Female,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,High
2023-01-06 06:47:00,User_7608,Female,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,Moderate
2023-01-06 06:48:00,User_7609,Male,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,High
2023-01-06 06:49:00,User_7610,Male,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,Moderate
2023-01-06 06:50:00,User_7611,Male,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,Moderate
2023-01-06 06:51:00,User_7612,Female,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,Moderate
2023-01-06 06:52:00,User_7613,Male,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,Moderate
2023-01-06 06:53:00,User_7614,Female,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,Moderate
2023-01-06 06:54:00,User_7615,Male,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,High
2023-01-06 06:55:00,User_7616,Female,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,High
2023-01-06 06:56:00,User_7617,Male,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,Moderate
2023-01-06 06:57:00,User_7618,Male,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,Moderate
2023-01-06 06:58:00,User_7619,Female,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,High
2023-01-06 06:59:00,User_7620,Male,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,Moderate
2023-01-06 07:00:00,User_7621,Female,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,High
2023-01-06 07:01:00,User_7622,Male,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,High
2023-01-06 07:02:00,User_7623,Male,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,Moderate
2023-01-06 07:03:00,User_7624,Female,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,High
2023-01-06 07:04:00,User_7625,Female,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Low
2023-01-06 07:05:00,User_7626,Male,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,Moderate
2023-01-06 07:06:00,User_7627,Male,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,Moderate
2023-01-06 07:07:00,User_7628,Male,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,High
2023-01-06 07:08:00,User_7629,Male,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,Moderate
2023-01-06 07:09:00,User_7630,Male,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,Moderate
2023-01-06 07:10:00,User_7631,Male,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Moderate
2023-01-06 07:11:00,User_7632,Female,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,High
2023-01-06 07:12:00,User_7633,Female,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,High
2023-01-06 07:13:00,User_7634,Female,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,High
2023-01-06 07:14:00,User_7635,Male,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,Moderate
2023-01-06 07:15:00,User_7636,Male,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,Moderate
2023-01-06 07:16:00,User_7637,Male,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,High
2023-01-06 07:17:00,User_7638,Female,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,High
2023-01-06 07:18:00,User_7639,Female,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,Moderate
2023-01-06 07:19:00,User_7640,Male,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,Moderate
2023-01-06 07:20:00,User_7641,Male,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,Moderate
2023-01-06 07:21:00,User_7642,Female,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,High
2023-01-06 07:22:00,User_7643,Female,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,High
2023-01-06 07:23:00,User_7644,Female,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,High
2023-01-06 07:24:00,User_7645,Male,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,Moderate
2023-01-06 07:25:00,User_7646,Male,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,High
2023-01-06 07:26:00,User_7647,Male,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,Moderate
2023-01-06 07:27:00,User_7648,Female,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,Moderate
2023-01-06 07:28:00,User_7649,Female,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,High
2023-01-06 07:29:00,User_7650,Male,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,Moderate
2023-01-06 07:30:00,User_7651,Male,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,Moderate
2023-01-06 07:31:00,User_7652,Female,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,Moderate
2023-01-06 07:32:00,User_7653,Male,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,Moderate
2023-01-06 07:33:00,User_7654,Female,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,High
2023-01-06 07:34:00,User_7655,Female,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,High
2023-01-06 07:35:00,User_7656,Male,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,Moderate
2023-01-06 07:36:00,User_7657,Female,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,Moderate
2023-01-06 07:37:00,User_7658,Male,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,High
2023-01-06 07:38:00,User_7659,Female,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,High
2023-01-06 07:39:00,User_7660,Female,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,High
2023-01-06 07:40:00,User_7661,Male,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,Moderate
2023-01-06 07:41:00,User_7662,Female,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,Moderate
2023-01-06 07:42:00,User_7663,Male,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,Moderate
2023-01-06 07:43:00,User_7664,Male,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,Moderate
2023-01-06 07:44:00,User_7665,Female,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,High
2023-01-06 07:45:00,User_7666,Male,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,High
2023-01-06 07:46:00,User_7667,Male,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,High
2023-01-06 07:47:00,User_7668,Male,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,Moderate
2023-01-06 07:48:00,User_7669,Male,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,High
2023-01-06 07:49:00,User_7670,Male,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,Moderate
2023-01-06 07:50:00,User_7671,Male,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,High
2023-01-06 07:51:00,User_7672,Female,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,Moderate
2023-01-06 07:52:00,User_7673,Male,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,High
2023-01-06 07:53:00,User_7674,Female,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,High
2023-01-06 07:54:00,User_7675,Female,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,High
2023-01-06 07:55:00,User_7676,Male,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,Moderate
2023-01-06 07:56:00,User_7677,Female,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,High
2023-01-06 07:57:00,User_7678,Female,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,High
2023-01-06 07:58:00,User_7679,Male,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,Moderate
2023-01-06 07:59:00,User_7680,Male,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,Moderate
2023-01-06 08:00:00,User_7681,Male,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,High
2023-01-06 08:01:00,User_7682,Female,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,High
2023-01-06 08:02:00,User_7683,Female,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,High
2023-01-06 08:03:00,User_7684,Male,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,Moderate
2023-01-06 08:04:00,User_7685,Male,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,Moderate
2023-01-06 08:05:00,User_7686,Female,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,High
2023-01-06 08:06:00,User_7687,Female,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,Moderate
2023-01-06 08:07:00,User_7688,Female,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,High
2023-01-06 08:08:00,User_7689,Female,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,Moderate
2023-01-06 08:09:00,User_7690,Male,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,High
2023-01-06 08:10:00,User_7691,Female,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,High
2023-01-06 08:11:00,User_7692,Female,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,Moderate
2023-01-06 08:12:00,User_7693,Female,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,High
2023-01-06 08:13:00,User_7694,Female,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,High
2023-01-06 08:14:00,User_7695,Male,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,High
2023-01-06 08:15:00,User_7696,Male,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,Moderate
2023-01-06 08:16:00,User_7697,Female,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,High
2023-01-06 08:17:00,User_7698,Female,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,Moderate
2023-01-06 08:18:00,User_7699,Male,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,Moderate
2023-01-06 08:19:00,User_7700,Male,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,Moderate
2023-01-06 08:20:00,User_7701,Female,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,Moderate
2023-01-06 08:21:00,User_7702,Female,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,High
2023-01-06 08:22:00,User_7703,Male,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,Moderate
2023-01-06 08:23:00,User_7704,Male,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,Low
2023-01-06 08:24:00,User_7705,Male,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,High
2023-01-06 08:25:00,User_7706,Male,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,Moderate
2023-01-06 08:26:00,User_7707,Male,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,Moderate
2023-01-06 08:27:00,User_7708,Male,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,Moderate
2023-01-06 08:28:00,User_7709,Female,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,Moderate
2023-01-06 08:29:00,User_7710,Male,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,Moderate
2023-01-06 08:30:00,User_7711,Male,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,High
2023-01-06 08:31:00,User_7712,Male,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,High
2023-01-06 08:32:00,User_7713,Male,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,High
2023-01-06 08:33:00,User_7714,Female,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,High
2023-01-06 08:34:00,User_7715,Female,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,Moderate
2023-01-06 08:35:00,User_7716,Male,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,Moderate
2023-01-06 08:36:00,User_7717,Female,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,High
2023-01-06 08:37:00,User_7718,Female,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,High
2023-01-06 08:38:00,User_7719,Female,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,High
2023-01-06 08:39:00,User_7720,Female,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,High
2023-01-06 08:40:00,User_7721,Female,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,High
2023-01-06 08:41:00,User_7722,Female,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,High
2023-01-06 08:42:00,User_7723,Male,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,High
2023-01-06 08:43:00,User_7724,Male,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,Moderate
2023-01-06 08:44:00,User_7725,Male,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,Moderate
2023-01-06 08:45:00,User_7726,Male,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,Moderate
2023-01-06 08:46:00,User_7727,Male,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,Moderate
2023-01-06 08:47:00,User_7728,Female,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,High
2023-01-06 08:48:00,User_7729,Male,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,Moderate
2023-01-06 08:49:00,User_7730,Male,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,Moderate
2023-01-06 08:50:00,User_7731,Female,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,High
2023-01-06 08:51:00,User_7732,Female,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,High
2023-01-06 08:52:00,User_7733,Male,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,Moderate
2023-01-06 08:53:00,User_7734,Female,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,High
2023-01-06 08:54:00,User_7735,Female,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,High
2023-01-06 08:55:00,User_7736,Female,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,High
2023-01-06 08:56:00,User_7737,Female,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,High
2023-01-06 08:57:00,User_7738,Male,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,Moderate
2023-01-06 08:58:00,User_7739,Female,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,Moderate
2023-01-06 08:59:00,User_7740,Male,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,Moderate
2023-01-06 09:00:00,User_7741,Male,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,Moderate
2023-01-06 09:01:00,User_7742,Female,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,High
2023-01-06 09:02:00,User_7743,Female,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,High
2023-01-06 09:03:00,User_7744,Female,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,High
2023-01-06 09:04:00,User_7745,Male,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,Moderate
2023-01-06 09:05:00,User_7746,Female,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,High
2023-01-06 09:06:00,User_7747,Female,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,High
2023-01-06 09:07:00,User_7748,Female,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,High
2023-01-06 09:08:00,User_7749,Female,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,Moderate
2023-01-06 09:09:00,User_7750,Female,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,Moderate
2023-01-06 09:10:00,User_7751,Male,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,High
2023-01-06 09:11:00,User_7752,Female,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,Moderate
2023-01-06 09:12:00,User_7753,Female,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,High
2023-01-06 09:13:00,User_7754,Female,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,High
2023-01-06 09:14:00,User_7755,Male,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,Moderate
2023-01-06 09:15:00,User_7756,Female,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,High
2023-01-06 09:16:00,User_7757,Male,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,High
2023-01-06 09:17:00,User_7758,Male,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,Moderate
2023-01-06 09:18:00,User_7759,Female,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,Moderate
2023-01-06 09:19:00,User_7760,Female,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,Moderate
2023-01-06 09:20:00,User_7761,Female,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,High
2023-01-06 09:21:00,User_7762,Male,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,Moderate
2023-01-06 09:22:00,User_7763,Male,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,Moderate
2023-01-06 09:23:00,User_7764,Male,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,Moderate
2023-01-06 09:24:00,User_7765,Male,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,Moderate
2023-01-06 09:25:00,User_7766,Male,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,Moderate
2023-01-06 09:26:00,User_7767,Male,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,Moderate
2023-01-06 09:27:00,User_7768,Female,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,High
2023-01-06 09:28:00,User_7769,Female,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,High
2023-01-06 09:29:00,User_7770,Male,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,Moderate
2023-01-06 09:30:00,User_7771,Female,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,High
2023-01-06 09:31:00,User_7772,Female,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,High
2023-01-06 09:32:00,User_7773,Male,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,Low
2023-01-06 09:33:00,User_7774,Male,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,Moderate
2023-01-06 09:34:00,User_7775,Female,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,High
2023-01-06 09:35:00,User_7776,Male,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,High
2023-01-06 09:36:00,User_7777,Male,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,High
2023-01-06 09:37:00,User_7778,Female,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,Moderate
2023-01-06 09:38:00,User_7779,Male,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,Moderate
2023-01-06 09:39:00,User_7780,Female,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,High
2023-01-06 09:40:00,User_7781,Female,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,High
2023-01-06 09:41:00,User_7782,Female,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,Moderate
2023-01-06 09:42:00,User_7783,Female,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,High
2023-01-06 09:43:00,User_7784,Female,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Low
2023-01-06 09:44:00,User_7785,Male,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,Moderate
2023-01-06 09:45:00,User_7786,Male,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,High
2023-01-06 09:46:00,User_7787,Male,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,Moderate
2023-01-06 09:47:00,User_7788,Male,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,Moderate
2023-01-06 09:48:00,User_7789,Female,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Moderate
2023-01-06 09:49:00,User_7790,Female,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,Moderate
2023-01-06 09:50:00,User_7791,Male,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,High
2023-01-06 09:51:00,User_7792,Female,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,High
2023-01-06 09:52:00,User_7793,Male,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,Moderate
2023-01-06 09:53:00,User_7794,Male,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,Moderate
2023-01-06 09:54:00,User_7795,Male,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,High
2023-01-06 09:55:00,User_7796,Female,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,High
2023-01-06 09:56:00,User_7797,Female,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,High
2023-01-06 09:57:00,User_7798,Female,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,High
2023-01-06 09:58:00,User_7799,Female,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,High
2023-01-06 09:59:00,User_7800,Male,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,Moderate
2023-01-06 10:00:00,User_7801,Female,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,High
2023-01-06 10:01:00,User_7802,Female,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,High
2023-01-06 10:02:00,User_7803,Female,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,High
2023-01-06 10:03:00,User_7804,Male,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,High
2023-01-06 10:04:00,User_7805,Male,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,Moderate
2023-01-06 10:05:00,User_7806,Female,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,Moderate
2023-01-06 10:06:00,User_7807,Female,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,High
2023-01-06 10:07:00,User_7808,Female,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,Moderate
2023-01-06 10:08:00,User_7809,Female,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,Moderate
2023-01-06 10:09:00,User_7810,Male,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,Moderate
2023-01-06 10:10:00,User_7811,Female,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,Moderate
2023-01-06 10:11:00,User_7812,Female,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Moderate
2023-01-06 10:12:00,User_7813,Female,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,High
2023-01-06 10:13:00,User_7814,Male,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,High
2023-01-06 10:14:00,User_7815,Male,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,Moderate
2023-01-06 10:15:00,User_7816,Female,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,Moderate
2023-01-06 10:16:00,User_7817,Female,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,High
2023-01-06 10:17:00,User_7818,Female,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,High
2023-01-06 10:18:00,User_7819,Female,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,High
2023-01-06 10:19:00,User_7820,Female,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,High
2023-01-06 10:20:00,User_7821,Male,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,Moderate
2023-01-06 10:21:00,User_7822,Male,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,Moderate
2023-01-06 10:22:00,User_7823,Male,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,Moderate
2023-01-06 10:23:00,User_7824,Female,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,High
2023-01-06 10:24:00,User_7825,Male,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,High
2023-01-06 10:25:00,User_7826,Male,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Low
2023-01-06 10:26:00,User_7827,Male,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,Moderate
2023-01-06 10:27:00,User_7828,Female,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,Moderate
2023-01-06 10:28:00,User_7829,Female,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,High
2023-01-06 10:29:00,User_7830,Male,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,High
2023-01-06 10:30:00,User_7831,Female,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,High
2023-01-06 10:31:00,User_7832,Male,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,Moderate
2023-01-06 10:32:00,User_7833,Male,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,Moderate
2023-01-06 10:33:00,User_7834,Male,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,Moderate
2023-01-06 10:34:00,User_7835,Male,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,Moderate
2023-01-06 10:35:00,User_7836,Female,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,High
2023-01-06 10:36:00,User_7837,Female,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,High
2023-01-06 10:37:00,User_7838,Female,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,High
2023-01-06 10:38:00,User_7839,Female,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,Moderate
2023-01-06 10:39:00,User_7840,Male,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,Moderate
2023-01-06 10:40:00,User_7841,Female,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,High
